 time            i(v_i_out)      i(v_i_amp)      v(dac_out)      v(q1)          
 2.85280000e-09  2.03905490e-09 -4.95869725e-11  2.63191473e-01  4.17117707e-02 
 2.86280000e-09  2.03905316e-09  9.24653519e-11  2.63191473e-01  4.18780096e-02 
 2.87280000e-09  2.03905527e-09 -4.99075081e-11  2.63191473e-01  4.20439146e-02 
 2.88280000e-09  2.03905826e-09  9.27268964e-11  2.63191473e-01  4.22079686e-02 
 2.89280000e-09  2.03905401e-09 -5.02215334e-11  2.63191473e-01  4.23716790e-02 
 2.90280000e-09  2.03905156e-09  9.29865086e-11  2.63191473e-01  4.25335374e-02 
 2.91280000e-09  2.03904984e-09 -5.05304066e-11  2.63191473e-01  4.26950431e-02 
 2.92280000e-09  2.03905213e-09  9.32391539e-11  2.63191473e-01  4.28546968e-02 
 2.93280000e-09  2.03905773e-09 -5.08336603e-11  2.63191473e-01  4.30139895e-02 
 2.94280000e-09  2.03905128e-09  9.34892338e-11  2.63191473e-01  4.31714310e-02 
 2.95280000e-09  2.03904955e-09 -5.11340242e-11  2.63191473e-01  4.33285043e-02 
 2.96280000e-09  2.03906324e-09  9.37330800e-11  2.63191473e-01  4.34837278e-02 
 2.97280000e-09  2.03904810e-09 -5.14286759e-11  2.63191473e-01  4.36385766e-02 
 2.98280000e-09  2.03906307e-09  9.39737176e-11  2.63191473e-01  4.37915781e-02 
 2.99280000e-09  2.03905950e-09 -5.17161775e-11  2.63191473e-01  4.39441993e-02 
 3.00280000e-09  2.03905909e-09  9.42085306e-11  2.63191473e-01  4.40949765e-02 
 3.01280000e-09  2.03904861e-09 -5.19994902e-11  2.63191473e-01  4.42453690e-02 
 3.02280000e-09  2.03905822e-09  9.44407851e-11  2.63191473e-01  4.43939215e-02 
 3.03280000e-09  2.03905270e-09 -5.22790568e-11  2.63191473e-01  4.45420858e-02 
 3.04280000e-09  2.03904526e-09  9.46676799e-11  2.63191473e-01  4.46884152e-02 
 3.05280000e-09  2.03905273e-09 -5.25534531e-11  2.63191473e-01  4.48343538e-02 
 3.06280000e-09  2.03905170e-09  9.48921765e-11  2.63191473e-01  4.49784636e-02 
 3.07280000e-09  2.03906119e-09 -5.28225773e-11  2.63191473e-01  4.51221811e-02 
 3.08280000e-09  2.03905008e-09  9.51103349e-11  2.63191473e-01  4.52640769e-02 
 3.09280000e-09  2.03906168e-09 -5.30887208e-11  2.63191473e-01  4.54055799e-02 
 3.10280000e-09  2.03905190e-09  9.53242069e-11  2.63191473e-01  4.55452694e-02 
 3.11280000e-09  2.03905356e-09 -5.33472146e-11  2.63191473e-01  4.56845666e-02 
 3.12280000e-09  2.03905494e-09  9.55365066e-11  2.63191473e-01  4.58220594e-02 
 3.13280000e-09  2.03905065e-09 -5.36018601e-11  2.63191473e-01  4.59591618e-02 
 3.14280000e-09  2.03905031e-09  9.57444758e-11  2.63191473e-01  4.60944699e-02 
 3.15280000e-09  2.03906237e-09 -5.38541770e-11  2.63191473e-01  4.62293904e-02 
 3.16280000e-09  2.03905466e-09  9.59449959e-11  2.63191473e-01  4.63625278e-02 
 3.17280000e-09  2.03905506e-09 -5.40984797e-11  2.63191473e-01  4.64952817e-02 
 3.18280000e-09  2.03905729e-09  9.61458910e-11  2.63191473e-01  4.66262648e-02 
 3.19280000e-09  2.03905614e-09 -5.43417160e-11  2.63191473e-01  4.67568694e-02 
 3.20280000e-09  2.03904646e-09  9.63399828e-11  2.63191473e-01  4.68857166e-02 
 3.21280000e-09  2.03905174e-09 -5.45803888e-11  2.63191473e-01  4.70141916e-02 
 3.22280000e-09  2.03905493e-09  9.65313474e-11  2.63191473e-01  4.71409235e-02 
 3.23280000e-09  2.03905660e-09 -5.48120577e-11  2.63191473e-01  4.72672907e-02 
 3.24280000e-09  2.03905172e-09  9.67206738e-11  2.63191473e-01  4.73919302e-02 
 3.25280000e-09  2.03905694e-09 -5.50400622e-11  2.63191473e-01  4.75162133e-02 
 3.26280000e-09  2.03904450e-09  9.69023821e-11  2.63191473e-01  4.76387851e-02 
 3.27280000e-09  2.03905858e-09 -5.52674988e-11  2.63191473e-01  4.77610101e-02 
 3.28280000e-09  2.03905771e-09  9.70826039e-11  2.63191473e-01  4.78815412e-02 
 3.29280000e-09  2.03905885e-09 -5.54855560e-11  2.63191473e-01  4.80017360e-02 
 3.30280000e-09  2.03904699e-09  9.72608244e-11  2.63191473e-01  4.81202552e-02 
 3.31280000e-09  2.03905748e-09 -5.57012814e-11  2.63191473e-01  4.82384496e-02 
 3.32280000e-09  2.03904903e-09  9.74328202e-11  2.63191473e-01  4.83549858e-02 
 3.33280000e-09  2.03904611e-09 -5.59152754e-11  2.63191473e-01  4.84712107e-02 
 3.34280000e-09  2.03905298e-09  9.76003000e-11  2.63191473e-01  4.85858008e-02 
 3.35280000e-09  2.03905819e-09 -5.61219346e-11  2.63191473e-01  4.87000919e-02 
 3.36280000e-09  2.03904715e-09  9.77668897e-11  2.63191473e-01  4.88127678e-02 
 3.37280000e-09  2.03905921e-09 -5.63259099e-11  2.63191473e-01  4.89251588e-02 
 3.38280000e-09  2.03905595e-09  9.79279961e-11  2.63191473e-01  4.90359562e-02 
 3.39280000e-09  2.03905100e-09 -5.65278030e-11  2.63191473e-01  4.91464835e-02 
 3.40280000e-09  2.03905262e-09  9.80862659e-11  2.63191473e-01  4.92554398e-02 
 3.41280000e-09  2.03905671e-09 -5.67221744e-11  2.63191473e-01  4.93641413e-02 
 3.42280000e-09  2.03905449e-09  9.82422183e-11  2.63191473e-01  4.94712903e-02 
 3.43280000e-09  2.03905003e-09 -5.69147099e-11  2.63191473e-01  4.95781962e-02 
 3.44280000e-09  2.03904654e-09  9.83926883e-11  2.63191473e-01  4.96835729e-02 
 3.45280000e-09  2.03905765e-09 -5.71031342e-11  2.63191473e-01  4.97887245e-02 
 3.46280000e-09  2.03905832e-09  9.85413506e-11  2.63191473e-01  4.98923720e-02 
 3.47280000e-09  2.03904719e-09 -5.72883021e-11  2.63191473e-01  4.99958129e-02 
 3.48280000e-09  2.03905038e-09  9.86857033e-11  2.63191473e-01  5.00977751e-02 
 3.49280000e-09  2.03905435e-09 -5.74701540e-11  2.63191473e-01  5.01995493e-02 
 3.50280000e-09  2.03903881e-09  9.88268196e-11  2.63191473e-01  5.02998703e-02 
 3.51280000e-09  2.03905774e-09 -5.76462357e-11  2.63191473e-01  5.04000217e-02 
 3.52280000e-09  2.03905182e-09  9.89652619e-11  2.63191473e-01  5.04987452e-02 
 3.53280000e-09  2.03905356e-09 -5.78205048e-11  2.63191473e-01  5.05973178e-02 
 3.54280000e-09  2.03905295e-09  9.91017628e-11  2.63191473e-01  5.06944876e-02 
 3.55280000e-09  2.03904209e-09 -5.79899951e-11  2.63191473e-01  5.07915250e-02 
 3.56280000e-09  2.03905898e-09  9.92348111e-11  2.63191473e-01  5.08871847e-02 
 3.57280000e-09  2.03905112e-09 -5.81543705e-11  2.63191473e-01  5.09827305e-02 
 3.58280000e-09  2.03906790e-09  9.93620637e-11  2.63191473e-01  5.10769235e-02 
 3.59280000e-09  2.03904794e-09 -5.83172413e-11  2.63191473e-01  5.11710210e-02 
 3.60280000e-09  2.03905628e-09  9.94878211e-11  2.63191473e-01  5.12637905e-02 
 3.61280000e-09  2.03905702e-09 -5.84784977e-11  2.63191473e-01  5.13564825e-02 
 3.62280000e-09  2.03904962e-09  9.96094029e-11  2.63191473e-01  5.14478710e-02 
 3.63280000e-09  2.03905974e-09 -5.86339256e-11  2.63191473e-01  5.15392001e-02 
 3.64280000e-09  2.03905286e-09  9.97294041e-11  2.63191473e-01  5.16292497e-02 
 3.65280000e-09  2.03906045e-09 -5.87857334e-11  2.63191473e-01  5.17192575e-02 
 3.66280000e-09  2.03905785e-09  9.98445203e-11  2.63191473e-01  5.18080097e-02 
 3.67280000e-09  2.03905364e-09 -5.89353453e-11  2.63191473e-01  5.18967374e-02 
 3.68280000e-09  2.03906339e-09  9.99591163e-11  2.63191473e-01  5.19842328e-02 
 3.69280000e-09  2.03904070e-09 -5.90804304e-11  2.63191473e-01  5.20717205e-02 
 3.70280000e-09  2.03906149e-09  1.00069581e-10  2.63191473e-01  5.21579988e-02 
 3.71280000e-09  2.03904001e-09 -5.92222346e-11  2.63191473e-01  5.22442859e-02 
 3.72280000e-09  2.03905900e-09  1.00176969e-10  2.63191473e-01  5.23293859e-02 
 3.73280000e-09  2.03905187e-09 -5.93633961e-11  2.63191473e-01  5.24145105e-02 
 3.74280000e-09  2.03905784e-09  1.00279684e-10  2.63191473e-01  5.24984698e-02 
 3.75280000e-09  2.03905010e-09 -5.94993558e-11  2.63191473e-01  5.25824690e-02 
 3.76280000e-09  2.03904832e-09  1.00380926e-10  2.63191473e-01  5.26653241e-02 
 3.77280000e-09  2.03904657e-09 -5.96328955e-11  2.63191473e-01  5.27482339e-02 
 3.78280000e-09  2.03905992e-09  1.00480723e-10  2.63191473e-01  5.28300200e-02 
 3.79280000e-09  2.03903571e-09 -5.97623810e-11  2.63191473e-01  5.29118749e-02 
 3.80280000e-09  2.03905089e-09  1.00577281e-10  2.63191473e-01  5.29926259e-02 
 3.81280000e-09  2.03904839e-09 -5.98892526e-11  2.63191473e-01  5.30734591e-02 
 3.82280000e-09  2.03905921e-09  1.00670987e-10  2.63191473e-01  5.31532077e-02 
 3.83280000e-09  2.03904840e-09 -6.00127678e-11  2.63191473e-01  5.32330511e-02 
 3.84280000e-09  2.03905800e-09  1.00760266e-10  2.63191473e-01  5.33118284e-02 
 3.85280000e-09  2.03904253e-09 -6.01331213e-11  2.63191473e-01  5.33907124e-02 
 3.86280000e-09  2.03905878e-09  1.00849201e-10  2.63191473e-01  5.34685481e-02 
 3.87280000e-09  2.03904065e-09 -6.02522127e-11  2.63191473e-01  5.35465017e-02 
 3.88280000e-09  2.03905188e-09  1.00934238e-10  2.63191473e-01  5.36234240e-02 
 3.89280000e-09  2.03904135e-09 -6.03664131e-11  2.63191473e-01  5.37004748e-02 
 3.90280000e-09  2.03905998e-09  1.01014420e-10  2.63191473e-01  5.37765105e-02 
 3.91280000e-09  2.03904132e-09 -6.04783537e-11  2.63191473e-01  5.38526845e-02 
 3.92280000e-09  2.03905546e-09  1.01095420e-10  2.63191473e-01  5.39278588e-02 
 3.93280000e-09  2.03905120e-09 -6.05864743e-11  2.63191473e-01  5.40031807e-02 
 3.94280000e-09  2.03905562e-09  1.01172950e-10  2.63191473e-01  5.40775175e-02 
 3.95280000e-09  2.03904952e-09 -6.06942389e-11  2.63191473e-01  5.41520099e-02 
 3.96280000e-09  2.03905406e-09  1.01246962e-10  2.63191473e-01  5.42255313e-02 
 3.97280000e-09  2.03905473e-09 -6.07970892e-11  2.63191473e-01  5.42992158e-02 
 3.98280000e-09  2.03905729e-09  1.01320647e-10  2.63191473e-01  5.43719425e-02 
 3.99280000e-09  2.03904370e-09 -6.08980041e-11  2.63191473e-01  5.44448393e-02 
 4.00280000e-09  2.03906771e-09  1.01389662e-10  2.63191473e-01  5.45167909e-02 
 4.01280000e-09  2.03904312e-09 -6.09969870e-11  2.63191473e-01  5.45889189e-02 
 4.02280000e-09  2.03906777e-09  1.01455213e-10  2.63191473e-01  5.46601136e-02 
 4.03280000e-09  2.03905529e-09 -6.10911756e-11  2.63191473e-01  5.47314902e-02 
 4.04280000e-09  2.03905695e-09  1.01520765e-10  2.63191473e-01  5.48019446e-02 
 4.05280000e-09  2.03905399e-09 -6.11852800e-11  2.63191473e-01  5.48725860e-02 
 4.06280000e-09  2.03905918e-09  1.01581334e-10  2.63191473e-01  5.49423155e-02 
 4.07280000e-09  2.03904777e-09 -6.12745056e-11  2.63191473e-01  5.50122363e-02 
 4.08280000e-09  2.03905779e-09  1.01643113e-10  2.63191473e-01  5.50812550e-02 
 4.09280000e-09  2.03905523e-09 -6.13614497e-11  2.63191473e-01  5.51504686e-02 
 4.10280000e-09  2.03904224e-09  1.01700840e-10  2.63191473e-01  5.52187894e-02 
 4.11280000e-09  2.03906846e-09 -6.14483425e-11  2.63191473e-01  5.52873046e-02 
 4.12280000e-09  2.03905985e-09  1.01755156e-10  2.63191473e-01  5.53549593e-02 
 4.13280000e-09  2.03905974e-09 -6.15299205e-11  2.63191473e-01  5.54230598e-02 
 4.14280000e-09  2.03904624e-09  1.01808007e-10  2.63191473e-01  5.54907855e-02 
 4.15280000e-09  2.03906375e-09 -6.16084661e-11  2.63191473e-01  5.55592770e-02 
 4.16280000e-09  2.03905702e-09  1.01858870e-10  2.63191473e-01  5.56274471e-02 
 4.17280000e-09  2.03905798e-09 -6.16883698e-11  2.63191473e-01  5.56963287e-02 
 4.18280000e-09  2.03904570e-09  1.01907490e-10  2.63191473e-01  5.57648062e-02 
 4.19280000e-09  2.03905311e-09 -6.17634167e-11  2.63191473e-01  5.58338994e-02 
 4.20280000e-09  2.03904005e-09  1.01952996e-10  2.63191473e-01  5.59025013e-02 
 4.21280000e-09  2.03905669e-09 -6.18383295e-11  2.63191473e-01  5.59716324e-02 
 4.22280000e-09  2.03906117e-09  1.01996785e-10  2.63191473e-01  5.60401988e-02 
 4.23280000e-09  2.03904789e-09 -6.19078257e-11  2.63191473e-01  5.61092227e-02 
 4.24280000e-09  2.03905975e-09  1.02039590e-10  2.63191473e-01  5.61776224e-02 
 4.25280000e-09  2.03905369e-09 -6.19750584e-11  2.63191473e-01  5.62464208e-02 
 4.26280000e-09  2.03904934e-09  1.02080021e-10  2.63191473e-01  5.63145474e-02 
 4.27280000e-09  2.03905637e-09 -6.20410203e-11  2.63191473e-01  5.63830245e-02 
 4.28280000e-09  2.03904886e-09  1.02118148e-10  2.63191473e-01  5.64507917e-02 
 4.29280000e-09  2.03906111e-09 -6.21051714e-11  2.63191473e-01  5.65188699e-02 
 4.30280000e-09  2.03904868e-09  1.02154378e-10  2.63191473e-01  5.65862079e-02 
 4.31280000e-09  2.03905877e-09 -6.21692547e-11  2.63191473e-01  5.66538242e-02 
 4.32280000e-09  2.03905705e-09  1.02186968e-10  2.63191473e-01  5.67206763e-02 
 4.33280000e-09  2.03905320e-09 -6.22245115e-11  2.63191473e-01  5.67877795e-02 
 4.34280000e-09  2.03905004e-09  1.02219420e-10  2.63191473e-01  5.68540994e-02 
 4.35280000e-09  2.03905926e-09 -6.22817913e-11  2.63191473e-01  5.69206480e-02 
 4.36280000e-09  2.03905771e-09  1.02249861e-10  2.63191473e-01  5.69863980e-02 
 4.37280000e-09  2.03905338e-09 -6.23374492e-11  2.63191473e-01  5.70523577e-02 
 4.38280000e-09  2.03906662e-09  1.02277141e-10  2.63191473e-01  5.71175069e-02 
 4.39280000e-09  2.03905882e-09 -6.23891002e-11  2.63191473e-01  5.71828498e-02 
 4.40280000e-09  2.03905510e-09  1.02303229e-10  2.63191473e-01  5.72473727e-02 
 4.41280000e-09  2.03905177e-09 -6.24412270e-11  2.63191473e-01  5.73120755e-02 
 4.42280000e-09  2.03905563e-09  1.02327954e-10  2.63191473e-01  5.73759510e-02 
 4.43280000e-09  2.03905274e-09 -6.24898965e-11  2.63191473e-01  5.74399944e-02 
 4.44280000e-09  2.03906032e-09  1.02349121e-10  2.63191473e-01  5.75032048e-02 
 4.45280000e-09  2.03904921e-09 -6.25368564e-11  2.63191473e-01  5.75665725e-02 
 4.46280000e-09  2.03906478e-09  1.02368189e-10  2.63191473e-01  5.76291027e-02 
 4.47280000e-09  2.03903724e-09 -6.25812229e-11  2.63191473e-01  5.76917810e-02 
 4.48280000e-09  2.03905658e-09  1.02387807e-10  2.63191473e-01  5.77536182e-02 
 4.49280000e-09  2.03905108e-09 -6.26237191e-11  2.63191473e-01  5.78155950e-02 
 4.50280000e-09  2.03905773e-09  1.02403882e-10  2.63191473e-01  5.78767281e-02 
 4.51280000e-09  2.03906469e-09 -6.26645213e-11  2.63191473e-01  5.79379931e-02 
 4.52280000e-09  2.03904594e-09  1.02419120e-10  2.63191473e-01  5.79984122e-02 
 4.53280000e-09  2.03904649e-09 -6.27034515e-11  2.63191473e-01  5.80589627e-02 
 4.54280000e-09  2.03905467e-09  1.02432074e-10  2.63191473e-01  5.81186626e-02 
 4.55280000e-09  2.03904522e-09 -6.27388283e-11  2.63191473e-01  5.81784767e-02 
 4.56280000e-09  2.03905864e-09  1.02443918e-10  2.63191473e-01  5.82374416e-02 
 4.57280000e-09  2.03903853e-09 -6.27745016e-11  2.63191473e-01  5.82965179e-02 
 4.58280000e-09  2.03906045e-09  1.02453266e-10  2.63191473e-01  5.83547445e-02 
 4.59280000e-09  2.03904175e-09 -6.28075994e-11  2.63191473e-01  5.84130769e-02 
 4.60280000e-09  2.03905981e-09  1.02460418e-10  2.63191473e-01  5.84705588e-02 
 4.61280000e-09  2.03904117e-09 -6.28385950e-11  2.63191473e-01  5.85281407e-02 
 4.62280000e-09  2.03906022e-09  1.02466761e-10  2.63191473e-01  5.85848714e-02 
 4.63280000e-09  2.03905363e-09 -6.28696147e-11  2.63191473e-01  5.86416963e-02 
 4.64280000e-09  2.03904914e-09  1.02469996e-10  2.63191473e-01  5.86976694e-02 
 4.65280000e-09  2.03905048e-09 -6.28969094e-11  2.63191473e-01  5.87537311e-02 
 4.66280000e-09  2.03905180e-09  1.02473075e-10  2.63191473e-01  5.88089404e-02 
 4.67280000e-09  2.03905175e-09 -6.29229657e-11  2.63191473e-01  5.88642322e-02 
 4.68280000e-09  2.03905828e-09  1.02475411e-10  2.63191473e-01  5.89186710e-02 
 4.69280000e-09  2.03904685e-09 -6.29474509e-11  2.63191473e-01  5.89731866e-02 
 4.70280000e-09  2.03906384e-09  1.02475438e-10  2.63191473e-01  5.90268486e-02 
 4.71280000e-09  2.03905558e-09 -6.29694101e-11  2.63191473e-01  5.90805823e-02 
 4.72280000e-09  2.03905478e-09  1.02473248e-10  2.63191473e-01  5.91334626e-02 
 4.73280000e-09  2.03905947e-09 -6.29906269e-11  2.63191473e-01  5.91864096e-02 
 4.74280000e-09  2.03905206e-09  1.02469708e-10  2.63191473e-01  5.92385035e-02 
 4.75280000e-09  2.03907255e-09 -6.30097244e-11  2.63191473e-01  5.92906586e-02 
 4.76280000e-09  2.03905148e-09  1.02464427e-10  2.63191473e-01  5.93419603e-02 
 4.77280000e-09  2.03905512e-09 -6.30278828e-11  2.63191473e-01  5.93933180e-02 
 4.78280000e-09  2.03904840e-09  1.02457729e-10  2.63191473e-01  5.94438217e-02 
 4.79280000e-09  2.03905445e-09 -6.30434893e-11  2.63191473e-01  5.94943760e-02 
 4.80280000e-09  2.03905734e-09  1.02449198e-10  2.63191473e-01  5.95440759e-02 
 4.81280000e-09  2.03905004e-09 -6.30585353e-11  2.63191473e-01  5.95938208e-02 
 4.82280000e-09  2.03905492e-09  1.02438237e-10  2.63191473e-01  5.96427109e-02 
 4.83280000e-09  2.03904823e-09 -6.30720924e-11  2.63191473e-01  5.96916406e-02 
 4.84280000e-09  2.03905794e-09  1.02428328e-10  2.63191473e-01  5.97397151e-02 
 4.85280000e-09  2.03905963e-09 -6.30834965e-11  2.63191473e-01  5.97878237e-02 
 4.86280000e-09  2.03905188e-09  1.02415164e-10  2.63191473e-01  5.98350766e-02 
 4.87280000e-09  2.03905926e-09 -6.30935803e-11  2.63191473e-01  5.98823583e-02 
 4.88280000e-09  2.03906047e-09  1.02402515e-10  2.63191473e-01  5.99287840e-02 
 4.89280000e-09  2.03905650e-09 -6.31012183e-11  2.63191473e-01  5.99752332e-02 
 4.90280000e-09  2.03905557e-09  1.02388250e-10  2.63191473e-01  6.00208260e-02 
 4.91280000e-09  2.03906092e-09 -6.31078585e-11  2.63191473e-01  6.00664368e-02 
 4.92280000e-09  2.03905084e-09  1.02369918e-10  2.63191473e-01  6.01111909e-02 
 4.93280000e-09  2.03905199e-09 -6.31135419e-11  2.63191473e-01  6.01559576e-02 
 4.94280000e-09  2.03905095e-09  1.02352007e-10  2.63191473e-01  6.01998671e-02 
 4.95280000e-09  2.03905638e-09 -6.31167091e-11  2.63191473e-01  6.02437839e-02 
 4.96280000e-09  2.03905917e-09  1.02332525e-10  2.63191473e-01  6.02868431e-02 
 4.97280000e-09  2.03905272e-09 -6.31187863e-11  2.63191473e-01  6.03299044e-02 
 4.98280000e-09  2.03905776e-09  1.02313362e-10  2.63191473e-01  6.03721077e-02 
 4.99280000e-09  2.03905544e-09 -6.31208909e-11  2.63191473e-01  6.04143083e-02 
 5.00280000e-09  2.03905090e-09  1.02290713e-10  2.63191473e-01  6.04556509e-02 
 5.01280000e-09  2.03906055e-09 -6.31204926e-11  2.63191473e-01  6.04969862e-02 
 5.02280000e-09  2.03905590e-09  1.02266361e-10  2.63191473e-01  6.05374638e-02 
 5.03280000e-09  2.03905005e-09 -6.31187406e-11  2.63191473e-01  6.05779290e-02 
 5.04280000e-09  2.03906100e-09  1.02242784e-10  2.63191473e-01  6.06175365e-02 
 5.05280000e-09  2.03904824e-09 -6.31158438e-11  2.63191473e-01  6.06571263e-02 
 5.06280000e-09  2.03906768e-09  1.02216400e-10  2.63191473e-01  6.06958577e-02 
 5.07280000e-09  2.03905481e-09 -6.31111452e-11  2.63191473e-01  6.07345661e-02 
 5.08280000e-09  2.03906531e-09  1.02189119e-10  2.63191473e-01  6.07724152e-02 
 5.09280000e-09  2.03904838e-09 -6.31054512e-11  2.63191473e-01  6.08102363e-02 
 5.10280000e-09  2.03905836e-09  1.02161966e-10  2.63191473e-01  6.08471978e-02 
 5.11280000e-09  2.03905287e-09 -6.30965472e-11  2.63191473e-01  6.08841261e-02 
 5.12280000e-09  2.03906186e-09  1.02132655e-10  2.63191473e-01  6.09201947e-02 
 5.13280000e-09  2.03905288e-09 -6.30878665e-11  2.63191473e-01  6.09562254e-02 
 5.14280000e-09  2.03905344e-09  1.02102128e-10  2.63191473e-01  6.09913962e-02 
 5.15280000e-09  2.03905746e-09 -6.30778302e-11  2.63191473e-01  6.10265245e-02 
 5.16280000e-09  2.03904811e-09  1.02069214e-10  2.63191473e-01  6.10607930e-02 
 5.17280000e-09  2.03904825e-09 -6.30674058e-11  2.63191473e-01  6.10950143e-02 
 5.18280000e-09  2.03905184e-09  1.02036058e-10  2.63191473e-01  6.11283759e-02 
 5.19280000e-09  2.03905267e-09 -6.30559242e-11  2.63191473e-01  6.11616859e-02 
 5.20280000e-09  2.03905187e-09  1.02001613e-10  2.63191473e-01  6.11941363e-02 
 5.21280000e-09  2.03905595e-09 -6.30420777e-11  2.63191473e-01  6.12265307e-02 
 5.22280000e-09  2.03904917e-09  1.01967631e-10  2.63191473e-01  6.12580657e-02 
 5.23280000e-09  2.03905472e-09 -6.30288702e-11  2.63191473e-01  6.12895404e-02 
 5.24280000e-09  2.03905469e-09  1.01930315e-10  2.63191473e-01  6.13201560e-02 
 5.25280000e-09  2.03905441e-09 -6.30113589e-11  2.63191473e-01  6.13507070e-02 
 5.26280000e-09  2.03905080e-09  1.01893698e-10  2.63191473e-01  6.13803993e-02 
 5.27280000e-09  2.03905157e-09 -6.29939173e-11  2.63191473e-01  6.14100230e-02 
 5.28280000e-09  2.03906284e-09  1.01855589e-10  2.63191473e-01  6.14387883e-02 
 5.29280000e-09  2.03904321e-09 -6.29745676e-11  2.63191473e-01  6.14674810e-02 
 5.30280000e-09  2.03905014e-09  1.01815436e-10  2.63191473e-01  6.14953159e-02 
 5.31280000e-09  2.03905455e-09 -6.29556971e-11  2.63191473e-01  6.15230742e-02 
 5.32280000e-09  2.03904488e-09  1.01774910e-10  2.63191473e-01  6.15499754e-02 
 5.33280000e-09  2.03906492e-09 -6.29347216e-11  2.63191473e-01  6.15767962e-02 
 5.34280000e-09  2.03905838e-09  1.01734932e-10  2.63191473e-01  6.16027606e-02 
 5.35280000e-09  2.03904200e-09 -6.29125669e-11  2.63191473e-01  6.16286411e-02 
 5.36280000e-09  2.03906433e-09  1.01691552e-10  2.63191473e-01  6.16536659e-02 
 5.37280000e-09  2.03904717e-09 -6.28883850e-11  2.63191473e-01  6.16786033e-02 
 5.38280000e-09  2.03905660e-09  1.01648318e-10  2.63191473e-01  6.17026860e-02 
 5.39280000e-09  2.03905045e-09 -6.28639146e-11  2.63191473e-01  6.17266779e-02 
 5.40280000e-09  2.03905777e-09  1.01602860e-10  2.63191473e-01  6.17498162e-02 
 5.41280000e-09  2.03905784e-09 -6.28406819e-11  2.63191473e-01  6.17728606e-02 
 5.42280000e-09  2.03904040e-09  1.01556737e-10  2.63191473e-01  6.17950524e-02 
 5.43280000e-09  2.03906034e-09 -6.28137043e-11  2.63191473e-01  6.18171474e-02 
 5.44280000e-09  2.03904670e-09  1.01510968e-10  2.63191473e-01  6.18383911e-02 
 5.45280000e-09  2.03905365e-09 -6.27854569e-11  2.63191473e-01  6.18595350e-02 
 5.46280000e-09  2.03905114e-09  1.01465298e-10  2.63191473e-01  6.18798291e-02 
 5.47280000e-09  2.03905520e-09 -6.27565482e-11  2.63191473e-01  6.19000207e-02 
 5.48280000e-09  2.03904483e-09  1.01416250e-10  2.63191473e-01  6.19193641e-02 
 5.49280000e-09  2.03905525e-09 -6.27284631e-11  2.63191473e-01  6.19386025e-02 
 5.50280000e-09  2.03905929e-09  1.01367439e-10  2.63191473e-01  6.19569944e-02 
 5.51280000e-09  2.03904878e-09 -6.26975440e-11  2.63191473e-01  6.19752788e-02 
 5.52280000e-09  2.03905753e-09  1.01317674e-10  2.63191473e-01  6.19927186e-02 
 5.53280000e-09  2.03904655e-09 -6.26652900e-11  2.63191473e-01  6.20100487e-02 
 5.54280000e-09  2.03905416e-09  1.01268415e-10  2.63191473e-01  6.20265363e-02 
 5.55280000e-09  2.03905220e-09 -6.26332625e-11  2.63191473e-01  6.20429121e-02 
 5.56280000e-09  2.03905470e-09  1.01216101e-10  2.63191473e-01  6.20584474e-02 
 5.57280000e-09  2.03905113e-09 -6.26000106e-11  2.63191473e-01  6.20738691e-02 
 5.58280000e-09  2.03906435e-09  1.01165491e-10  2.63191473e-01  6.20884526e-02 
 5.59280000e-09  2.03904778e-09 -6.25638285e-11  2.63191473e-01  6.21029207e-02 
 5.60280000e-09  2.03906933e-09  1.01112366e-10  2.63191473e-01  6.21165531e-02 
 5.61280000e-09  2.03904590e-09 -6.25297776e-11  2.63191473e-01  6.21300685e-02 
 5.62280000e-09  2.03905743e-09  1.01059292e-10  2.63191473e-01  6.21427507e-02 
 5.63280000e-09  2.03906012e-09 -6.24937015e-11  2.63191473e-01  6.21553146e-02 
 5.64280000e-09  2.03904339e-09  1.01004146e-10  2.63191473e-01  6.21670480e-02 
 5.65280000e-09  2.03906104e-09 -6.24569529e-11  2.63191473e-01  6.21786619e-02 
 5.66280000e-09  2.03905380e-09  1.00949077e-10  2.63191473e-01  6.21894480e-02 
 5.67280000e-09  2.03905344e-09 -6.24189231e-11  2.63191473e-01  6.22001135e-02 
 5.68280000e-09  2.03906233e-09  1.00892994e-10  2.63191473e-01  6.22099543e-02 
 5.69280000e-09  2.03904373e-09 -6.23793018e-11  2.63191473e-01  6.22196735e-02 
 5.70280000e-09  2.03906041e-09  1.00835918e-10  2.63191473e-01  6.22285712e-02 
 5.71280000e-09  2.03905003e-09 -6.23393622e-11  2.63191473e-01  6.22373465e-02 
 5.72280000e-09  2.03905683e-09  1.00779761e-10  2.63191473e-01  6.22453035e-02 
 5.73280000e-09  2.03905724e-09 -6.22993764e-11  2.63191473e-01  6.22531377e-02 
 5.74280000e-09  2.03906285e-09  1.00719799e-10  2.63191473e-01  6.22601569e-02 
 5.75280000e-09  2.03905385e-09 -6.22582500e-11  2.63191473e-01  6.22670528e-02 
 5.76280000e-09  2.03906365e-09  1.00662268e-10  2.63191473e-01  6.22731373e-02 
 5.77280000e-09  2.03904804e-09 -6.22164923e-11  2.63191473e-01  6.22790983e-02 
