 time            i(v_i_out)      i(v_i_amp)      v(dac_out)      v(q1)          
 5.78280000e-09  2.03904507e-09  1.00601785e-10  2.63191473e-01  6.22842516e-02 
 5.79280000e-09  2.03905928e-09 -6.21741158e-11  2.63191473e-01  6.22892813e-02 
 5.80280000e-09  2.03905266e-09  1.00542366e-10  2.63191473e-01  6.22935072e-02 
 5.81280000e-09  2.03905424e-09 -6.21295402e-11  2.63191473e-01  6.22976097e-02 
 5.82280000e-09  2.03905770e-09  1.00482661e-10  2.63191473e-01  6.23009124e-02 
 5.83280000e-09  2.03905603e-09 -6.20863645e-11  2.63191473e-01  6.23040919e-02 
 5.84280000e-09  2.03905522e-09  1.00421756e-10  2.63191473e-01  6.23064759e-02 
 5.85280000e-09  2.03905532e-09 -6.20402068e-11  2.63191473e-01  6.23087372e-02 
 5.86280000e-09  2.03905079e-09  1.00360271e-10  2.63191473e-01  6.23102073e-02 
 5.87280000e-09  2.03906041e-09 -6.19946290e-11  2.63191473e-01  6.23115556e-02 
 5.88280000e-09  2.03905510e-09  1.00296886e-10  2.63191473e-01  6.23121171e-02 
 5.89280000e-09  2.03905412e-09 -6.19485915e-11  2.63191473e-01  6.23125576e-02 
 5.90280000e-09  2.03906233e-09  1.00234971e-10  2.63191473e-01  6.23122163e-02 
 5.91280000e-09  2.03905924e-09 -6.19021707e-11  2.63191473e-01  6.23117551e-02 
 5.92280000e-09  2.03905415e-09  1.00170512e-10  2.63191473e-01  6.23105169e-02 
 5.93280000e-09  2.03904872e-09 -6.18530890e-11  2.63191473e-01  6.23091602e-02 
 5.94280000e-09  2.03904977e-09  1.00105302e-10  2.63191473e-01  6.23070317e-02 
 5.95280000e-09  2.03905689e-09 -6.18044450e-11  2.63191473e-01  6.23047863e-02 
 5.96280000e-09  2.03905779e-09  1.00040994e-10  2.63191473e-01  6.23017744e-02 
 5.97280000e-09  2.03905575e-09 -6.17549305e-11  2.63191473e-01  6.22986475e-02 
 5.98280000e-09  2.03906217e-09  9.99756623e-11  2.63191473e-01  6.22947597e-02 
 5.99280000e-09  2.03905103e-09 -6.17060829e-11  2.63191473e-01  6.22907589e-02 
 6.00280000e-09  2.03906498e-09  9.99108580e-11  2.63191473e-01  6.22860029e-02 
 6.01280000e-09  2.03904933e-09 -6.16543209e-11  2.63191473e-01  6.22811363e-02 
 6.02280000e-09  2.03906392e-09  9.98424985e-11  2.63191473e-01  6.22755203e-02 
 6.03280000e-09  2.03904908e-09 -6.16045316e-11  2.63191473e-01  6.22697962e-02 
 6.04280000e-09  2.03906286e-09  9.97759745e-11  2.63191473e-01  6.22633288e-02 
 6.05280000e-09  2.03904880e-09 -6.15536100e-11  2.63191473e-01  6.22567562e-02 
 6.06280000e-09  2.03905044e-09  9.97079140e-11  2.63191473e-01  6.22494468e-02 
 6.07280000e-09  2.03905909e-09 -6.15022878e-11  2.63191473e-01  6.22420351e-02 
 6.08280000e-09  2.03905629e-09  9.96392954e-11  2.63191473e-01  6.22338934e-02 
 6.09280000e-09  2.03905633e-09 -6.14488026e-11  2.63191473e-01  6.22256527e-02 
 6.10280000e-09  2.03904579e-09  9.95715399e-11  2.63191473e-01  6.22166889e-02 
 6.11280000e-09  2.03905873e-09 -6.13955469e-11  2.63191473e-01  6.22076298e-02 
 6.12280000e-09  2.03905571e-09  9.95019122e-11  2.63191473e-01  6.21978548e-02 
 6.13280000e-09  2.03905705e-09 -6.13417454e-11  2.63191473e-01  6.21879883e-02 
 6.14280000e-09  2.03906144e-09  9.94336402e-11  2.63191473e-01  6.21774133e-02 
 6.15280000e-09  2.03905804e-09 -6.12868773e-11  2.63191473e-01  6.21667510e-02 
 6.16280000e-09  2.03905557e-09  9.93625905e-11  2.63191473e-01  6.21553878e-02 
 6.17280000e-09  2.03904431e-09 -6.12317697e-11  2.63191473e-01  6.21439416e-02 
 6.18280000e-09  2.03906199e-09  9.92912843e-11  2.63191473e-01  6.21318025e-02 
 6.19280000e-09  2.03904873e-09 -6.11757563e-11  2.63191473e-01  6.21195851e-02 
 6.20280000e-09  2.03905956e-09  9.92209099e-11  2.63191473e-01  6.21066827e-02 
 6.21280000e-09  2.03905490e-09 -6.11181983e-11  2.63191473e-01  6.20937068e-02 
 6.22280000e-09  2.03905449e-09  9.91493097e-11  2.63191473e-01  6.20800543e-02 
 6.23280000e-09  2.03906065e-09 -6.10634482e-11  2.63191473e-01  6.20663335e-02 
 6.24280000e-09  2.03904417e-09  9.90786463e-11  2.63191473e-01  6.20519445e-02 
 6.25280000e-09  2.03905849e-09 -6.10056382e-11  2.63191473e-01  6.20374924e-02 
 6.26280000e-09  2.03904475e-09  9.90050254e-11  2.63191473e-01  6.20223808e-02 
 6.27280000e-09  2.03905891e-09 -6.09489304e-11  2.63191473e-01  6.20072116e-02 
 6.28280000e-09  2.03904667e-09  9.89328134e-11  2.63191473e-01  6.19913918e-02 
 6.29280000e-09  2.03904378e-09 -6.08896062e-11  2.63191473e-01  6.19755201e-02 
 6.30280000e-09  2.03905666e-09  9.88591399e-11  2.63191473e-01  6.19590068e-02 
 6.31280000e-09  2.03904741e-09 -6.08307728e-11  2.63191473e-01  6.19424475e-02 
 6.32280000e-09  2.03905696e-09  9.87857044e-11  2.63191473e-01  6.19252557e-02 
 6.33280000e-09  2.03904319e-09 -6.07723861e-11  2.63191473e-01  6.19080239e-02 
 6.34280000e-09  2.03905851e-09  9.87117994e-11  2.63191473e-01  6.18901689e-02 
 6.35280000e-09  2.03906039e-09 -6.07137241e-11  2.63191473e-01  6.18722801e-02 
 6.36280000e-09  2.03904876e-09  9.86373188e-11  2.63191473e-01  6.18537776e-02 
 6.37280000e-09  2.03906022e-09 -6.06529413e-11  2.63191473e-01  6.18352475e-02 
 6.38280000e-09  2.03905003e-09  9.85619057e-11  2.63191473e-01  6.18161132e-02 
 6.39280000e-09  2.03905386e-09 -6.05928950e-11  2.63191473e-01  6.17969577e-02 
 6.40280000e-09  2.03905660e-09  9.84875015e-11  2.63191473e-01  6.17772077e-02 
 6.41280000e-09  2.03905315e-09 -6.05326256e-11  2.63191473e-01  6.17574430e-02 
 6.42280000e-09  2.03904743e-09  9.84091836e-11  2.63191473e-01  6.17370934e-02 
 6.43280000e-09  2.03904734e-09 -6.04729895e-11  2.63191473e-01  6.17167357e-02 
 6.44280000e-09  2.03905310e-09  9.83339467e-11  2.63191473e-01  6.16958027e-02 
 6.45280000e-09  2.03905332e-09 -6.04126365e-11  2.63191473e-01  6.16748684e-02 
 6.46280000e-09  2.03905392e-09  9.82582899e-11  2.63191473e-01  6.16533685e-02 
 6.47280000e-09  2.03904967e-09 -6.03495528e-11  2.63191473e-01  6.16318740e-02 
 6.48280000e-09  2.03905532e-09  9.81813625e-11  2.63191473e-01  6.16098236e-02 
 6.49280000e-09  2.03906186e-09 -6.02867523e-11  2.63191473e-01  6.15877852e-02 
 6.50280000e-09  2.03904847e-09  9.81056196e-11  2.63191473e-01  6.15652009e-02 
 6.51280000e-09  2.03906786e-09 -6.02243471e-11  2.63191473e-01  6.15426351e-02 
 6.52280000e-09  2.03905547e-09  9.80266069e-11  2.63191473e-01  6.15195331e-02 
 6.53280000e-09  2.03905949e-09 -6.01618208e-11  2.63191473e-01  6.14964564e-02 
 6.54280000e-09  2.03905051e-09  9.79495154e-11  2.63191473e-01  6.14728530e-02 
 6.55280000e-09  2.03904833e-09 -6.00986906e-11  2.63191473e-01  6.14492816e-02 
 6.56280000e-09  2.03905848e-09  9.78712070e-11  2.63191473e-01  6.14251932e-02 
 6.57280000e-09  2.03905195e-09 -6.00349076e-11  2.63191473e-01  6.14011433e-02 
 6.58280000e-09  2.03905210e-09  9.77926516e-11  2.63191473e-01  6.13765859e-02 
 6.59280000e-09  2.03905139e-09 -5.99714158e-11  2.63191473e-01  6.13520735e-02 
 6.60280000e-09  2.03906001e-09  9.77127106e-11  2.63191473e-01  6.13270631e-02 
 6.61280000e-09  2.03904889e-09 -5.99069056e-11  2.63191473e-01  6.13021041e-02 
 6.62280000e-09  2.03906481e-09  9.76354836e-11  2.63191473e-01  6.12766563e-02 
 6.63280000e-09  2.03904609e-09 -5.98429962e-11  2.63191473e-01  6.12512663e-02 
 6.64280000e-09  2.03906514e-09  9.75567403e-11  2.63191473e-01  6.12253966e-02 
 6.65280000e-09  2.03903840e-09 -5.97777018e-11  2.63191473e-01  6.11995909e-02 
 6.66280000e-09  2.03907485e-09  9.74771709e-11  2.63191473e-01  6.11733147e-02 
 6.67280000e-09  2.03904117e-09 -5.97129857e-11  2.63191473e-01  6.11471084e-02 
 6.68280000e-09  2.03905522e-09  9.73973857e-11  2.63191473e-01  6.11204405e-02 
 6.69280000e-09  2.03905048e-09 -5.96474265e-11  2.63191473e-01  6.10938485e-02 
 6.70280000e-09  2.03906465e-09  9.73154434e-11  2.63191473e-01  6.10668035e-02 
 6.71280000e-09  2.03905122e-09 -5.95812135e-11  2.63191473e-01  6.10398402e-02 
 6.72280000e-09  2.03906508e-09  9.72343520e-11  2.63191473e-01  6.10124323e-02 
 6.73280000e-09  2.03905182e-09 -5.95169708e-11  2.63191473e-01  6.09851118e-02 
 6.74280000e-09  2.03906532e-09  9.71522950e-11  2.63191473e-01  6.09573552e-02 
 6.75280000e-09  2.03905217e-09 -5.94501708e-11  2.63191473e-01  6.09296884e-02 
 6.76280000e-09  2.03906098e-09  9.70727151e-11  2.63191473e-01  6.09015945e-02 
 6.77280000e-09  2.03905898e-09 -5.93841550e-11  2.63191473e-01  6.08736006e-02 
 6.78280000e-09  2.03904331e-09  9.69909821e-11  2.63191473e-01  6.08451868e-02 
 6.79280000e-09  2.03904631e-09 -5.93174662e-11  2.63191473e-01  6.08168764e-02 
 6.80280000e-09  2.03905933e-09  9.69089598e-11  2.63191473e-01  6.07881534e-02 
 6.81280000e-09  2.03904582e-09 -5.92494013e-11  2.63191473e-01  6.07595385e-02 
 6.82280000e-09  2.03906312e-09  9.68280840e-11  2.63191473e-01  6.07305184e-02 
 6.83280000e-09  2.03905263e-09 -5.91824551e-11  2.63191473e-01  6.07016105e-02 
 6.84280000e-09  2.03905458e-09  9.67477663e-11  2.63191473e-01  6.06723053e-02 
 6.85280000e-09  2.03905658e-09 -5.91139314e-11  2.63191473e-01  6.06431160e-02 
 6.86280000e-09  2.03905250e-09  9.66642523e-11  2.63191473e-01  6.06135375e-02 
 6.87280000e-09  2.03905492e-09 -5.90465370e-11  2.63191473e-01  6.05840782e-02 
 6.88280000e-09  2.03905378e-09  9.65808679e-11  2.63191473e-01  6.05542375e-02 
 6.89280000e-09  2.03904318e-09 -5.89796784e-11  2.63191473e-01  6.05245191e-02 
 6.90280000e-09  2.03905309e-09  9.64990028e-11  2.63191473e-01  6.04944261e-02 
 6.91280000e-09  2.03905112e-09 -5.89125160e-11  2.63191473e-01  6.04644592e-02 
 6.92280000e-09  2.03905012e-09  9.64177299e-11  2.63191473e-01  6.04341241e-02 
 6.93280000e-09  2.03905711e-09 -5.88438807e-11  2.63191473e-01  6.04039188e-02 
 6.94280000e-09  2.03905325e-09  9.63335859e-11  2.63191473e-01  6.03733547e-02 
 6.95280000e-09  2.03905253e-09 -5.87755210e-11  2.63191473e-01  6.03429226e-02 
 6.96280000e-09  2.03905550e-09  9.62516431e-11  2.63191473e-01  6.03121337e-02 
 6.97280000e-09  2.03904772e-09 -5.87073788e-11  2.63191473e-01  6.02814801e-02 
 6.98280000e-09  2.03905233e-09  9.61670740e-11  2.63191473e-01  6.02504767e-02 
 6.99280000e-09  2.03906104e-09 -5.86381600e-11  2.63191473e-01  6.02196117e-02 
 7.00280000e-09  2.03904827e-09  9.60848268e-11  2.63191473e-01  6.01884028e-02 
 7.01280000e-09  2.03905049e-09 -5.85697442e-11  2.63191473e-01  6.01573348e-02 
 7.02280000e-09  2.03905526e-09  9.60024906e-11  2.63191473e-01  6.01259284e-02 
 7.03280000e-09  2.03905028e-09 -5.85019974e-11  2.63191473e-01  6.00946653e-02 
 7.04280000e-09  2.03905988e-09  9.59179541e-11  2.63191473e-01  6.00630691e-02 
 7.05280000e-09  2.03904555e-09 -5.84314541e-11  2.63191473e-01  6.00316183e-02 
 7.06280000e-09  2.03904391e-09  9.58335301e-11  2.63191473e-01  5.99998394e-02 
 7.07280000e-09  2.03905417e-09 -5.83622362e-11  2.63191473e-01  5.99682079e-02 
 7.08280000e-09  2.03903840e-09  9.57496085e-11  2.63191473e-01  5.99362531e-02 
 7.09280000e-09  2.03905030e-09 -5.82940736e-11  2.63191473e-01  5.99044475e-02 
 7.10280000e-09  2.03905726e-09  9.56654376e-11  2.63191473e-01  5.98723231e-02 
 7.11280000e-09  2.03904090e-09 -5.82257101e-11  2.63191473e-01  5.98403496e-02 
 7.12280000e-09  2.03904986e-09  9.55808365e-11  2.63191473e-01  5.98080618e-02 
 7.13280000e-09  2.03904985e-09 -5.81559651e-11  2.63191473e-01  5.97759262e-02 
 7.14280000e-09  2.03905014e-09  9.54972414e-11  2.63191473e-01  5.97434806e-02 
 7.15280000e-09  2.03904802e-09 -5.80858402e-11  2.63191473e-01  5.97111884e-02 
 7.16280000e-09  2.03905892e-09  9.54108463e-11  2.63191473e-01  5.96785902e-02 
 7.17280000e-09  2.03904964e-09 -5.80158679e-11  2.63191473e-01  5.96461466e-02 
 7.18280000e-09  2.03907106e-09  9.53271680e-11  2.63191473e-01  5.96134009e-02 
 7.19280000e-09  2.03904642e-09 -5.79460510e-11  2.63191473e-01  5.95808106e-02 
 7.20280000e-09  2.03905729e-09  9.52414339e-11  2.63191473e-01  5.95479220e-02 
 7.21280000e-09  2.03906266e-09 -5.78756914e-11  2.63191473e-01  5.95151895e-02 
 7.22280000e-09  2.03904242e-09  9.51566624e-11  2.63191473e-01  5.94821623e-02 
 7.23280000e-09  2.03906836e-09 -5.78053387e-11  2.63191473e-01  5.94492919e-02 
 7.24280000e-09  2.03904891e-09  9.50747149e-11  2.63191473e-01  5.94161301e-02 
 7.25280000e-09  2.03906283e-09 -5.77353760e-11  2.63191473e-01  5.93831256e-02 
 7.26280000e-09  2.03906121e-09  9.49875017e-11  2.63191473e-01  5.93498329e-02 
 7.27280000e-09  2.03905037e-09 -5.76646738e-11  2.63191473e-01  5.93166979e-02 
 7.28280000e-09  2.03906137e-09  9.49034356e-11  2.63191473e-01  5.92832778e-02 
 7.29280000e-09  2.03905067e-09 -5.75932685e-11  2.63191473e-01  5.92500156e-02 
 7.30280000e-09  2.03905759e-09  9.48176087e-11  2.63191473e-01  5.92164714e-02 
 7.31280000e-09  2.03905957e-09 -5.75230530e-11  2.63191473e-01  5.91830851e-02 
 7.32280000e-09  2.03905633e-09  9.47337136e-11  2.63191473e-01  5.91494195e-02 
 7.33280000e-09  2.03905751e-09 -5.74529855e-11  2.63191473e-01  5.91159120e-02 
 7.34280000e-09  2.03905047e-09  9.46486535e-11  2.63191473e-01  5.90821279e-02 
 7.35280000e-09  2.03905925e-09 -5.73812331e-11  2.63191473e-01  5.90485017e-02 
 7.36280000e-09  2.03905248e-09  9.45617351e-11  2.63191473e-01  5.90146015e-02 
 7.37280000e-09  2.03905802e-09 -5.73099446e-11  2.63191473e-01  5.89808590e-02 
 7.38280000e-09  2.03905086e-09  9.44779056e-11  2.63191473e-01  5.89468450e-02 
 7.39280000e-09  2.03907110e-09 -5.72384483e-11  2.63191473e-01  5.89129883e-02 
 7.40280000e-09  2.03905226e-09  9.43918295e-11  2.63191473e-01  5.88788626e-02 
 7.41280000e-09  2.03907237e-09 -5.71679063e-11  2.63191473e-01  5.88448938e-02 
 7.42280000e-09  2.03905044e-09  9.43059604e-11  2.63191473e-01  5.88106581e-02 
 7.43280000e-09  2.03906472e-09 -5.70970913e-11  2.63191473e-01  5.87765789e-02 
 7.44280000e-09  2.03905584e-09  9.42201599e-11  2.63191473e-01  5.87422351e-02 
 7.45280000e-09  2.03905901e-09 -5.70247439e-11  2.63191473e-01  5.87080471e-02 
 7.46280000e-09  2.03905543e-09  9.41350344e-11  2.63191473e-01  5.86735967e-02 
 7.47280000e-09  2.03905866e-09 -5.69531597e-11  2.63191473e-01  5.86393014e-02 
 7.48280000e-09  2.03905519e-09  9.40502093e-11  2.63191473e-01  5.86047456e-02 
 7.49280000e-09  2.03906496e-09 -5.68812823e-11  2.63191473e-01  5.85703443e-02 
 7.50280000e-09  2.03905089e-09  9.39641749e-11  2.63191473e-01  5.85356845e-02 
 7.51280000e-09  2.03907374e-09 -5.68091012e-11  2.63191473e-01  5.85011783e-02 
 7.52280000e-09  2.03904279e-09  9.38776787e-11  2.63191473e-01  5.84664155e-02 
 7.53280000e-09  2.03906120e-09 -5.67382571e-11  2.63191473e-01  5.84318056e-02 
 7.54280000e-09  2.03906189e-09  9.37931751e-11  2.63191473e-01  5.83969407e-02 
 7.55280000e-09  2.03905942e-09 -5.66659657e-11  2.63191473e-01  5.83622278e-02 
 7.56280000e-09  2.03905581e-09  9.37073874e-11  2.63191473e-01  5.83272618e-02 
 7.57280000e-09  2.03905681e-09 -5.65935173e-11  2.63191473e-01  5.82924468e-02 
 7.58280000e-09  2.03906428e-09  9.36201062e-11  2.63191473e-01  5.82573804e-02 
 7.59280000e-09  2.03904687e-09 -5.65218512e-11  2.63191473e-01  5.82224639e-02 
 7.60280000e-09  2.03906303e-09  9.35363473e-11  2.63191473e-01  5.81872977e-02 
 7.61280000e-09  2.03905928e-09 -5.64496936e-11  2.63191473e-01  5.81522805e-02 
 7.62280000e-09  2.03904973e-09  9.34508335e-11  2.63191473e-01  5.81170150e-02 
 7.63280000e-09  2.03905514e-09 -5.63771079e-11  2.63191473e-01  5.80818975e-02 
 7.64280000e-09  2.03905452e-09  9.33641502e-11  2.63191473e-01  5.80465333e-02 
 7.65280000e-09  2.03906118e-09 -5.63056405e-11  2.63191473e-01  5.80113159e-02 
 7.66280000e-09  2.03904952e-09  9.32793811e-11  2.63191473e-01  5.79758533e-02 
 7.67280000e-09  2.03905540e-09 -5.62325335e-11  2.63191473e-01  5.79405365e-02 
 7.68280000e-09  2.03906311e-09  9.31932656e-11  2.63191473e-01  5.79049759e-02 
 7.69280000e-09  2.03905570e-09 -5.61616983e-11  2.63191473e-01  5.78695601e-02 
 7.70280000e-09  2.03904903e-09  9.31065848e-11  2.63191473e-01  5.78339020e-02 
 7.71280000e-09  2.03906140e-09 -5.60881017e-11  2.63191473e-01  5.77983871e-02 
 7.72280000e-09  2.03905707e-09  9.30226707e-11  2.63191473e-01  5.77626312e-02 
 7.73280000e-09  2.03906186e-09 -5.60152934e-11  2.63191473e-01  5.77270183e-02 
 7.74280000e-09  2.03905139e-09  9.29375088e-11  2.63191473e-01  5.76911681e-02 
 7.75280000e-09  2.03905508e-09 -5.59433775e-11  2.63191473e-01  5.76554641e-02 
 7.76280000e-09  2.03905859e-09  9.28506232e-11  2.63191473e-01  5.76195301e-02 
 7.77280000e-09  2.03906128e-09 -5.58702184e-11  2.63191473e-01  5.75837481e-02 
 7.78280000e-09  2.03904986e-09  9.27671552e-11  2.63191473e-01  5.75477453e-02 
 7.79280000e-09  2.03905391e-09 -5.57956662e-11  2.63191473e-01  5.75119013e-02 
 7.80280000e-09  2.03905903e-09  9.26806274e-11  2.63191473e-01  5.74758459e-02 
 7.81280000e-09  2.03905808e-09 -5.57227174e-11  2.63191473e-01  5.74399561e-02 
 7.82280000e-09  2.03904663e-09  9.25952222e-11  2.63191473e-01  5.74038637e-02 
 7.83280000e-09  2.03905234e-09 -5.56495832e-11  2.63191473e-01  5.73679426e-02 
 7.84280000e-09  2.03906291e-09  9.25099760e-11  2.63191473e-01  5.73318265e-02 
 7.85280000e-09  2.03906337e-09 -5.55757624e-11  2.63191473e-01  5.72958862e-02 
 7.86280000e-09  2.03905334e-09  9.24234990e-11  2.63191473e-01  5.72597573e-02 
 7.87280000e-09  2.03905316e-09 -5.55021911e-11  2.63191473e-01  5.72238070e-02 
 7.88280000e-09  2.03905101e-09  9.23396054e-11  2.63191473e-01  5.71876729e-02 
 7.89280000e-09  2.03905497e-09 -5.54295585e-11  2.63191473e-01  5.71517191e-02 
 7.90280000e-09  2.03906853e-09  9.22540237e-11  2.63191473e-01  5.71155848e-02 
 7.91280000e-09  2.03905416e-09 -5.53560018e-11  2.63191473e-01  5.70796311e-02 
 7.92280000e-09  2.03905912e-09  9.21684520e-11  2.63191473e-01  5.70434991e-02 
 7.93280000e-09  2.03906457e-09 -5.52832590e-11  2.63191473e-01  5.70075468e-02 
 7.94280000e-09  2.03905981e-09  9.20836641e-11  2.63191473e-01  5.69714171e-02 
 7.95280000e-09  2.03905858e-09 -5.52089713e-11  2.63191473e-01  5.69354653e-02 
 7.96280000e-09  2.03905515e-09  9.19972044e-11  2.63191473e-01  5.68993363e-02 
 7.97280000e-09  2.03905691e-09 -5.51350487e-11  2.63191473e-01  5.68633825e-02 
 7.98280000e-09  2.03905786e-09  9.19132765e-11  2.63191473e-01  5.68272509e-02 
 7.99280000e-09  2.03905410e-09 -5.50623168e-11  2.63191473e-01  5.67912911e-02 
 8.00280000e-09  2.03905611e-09  9.18269601e-11  2.63191473e-01  5.67551523e-02 
 8.01280000e-09  2.03904388e-09 -5.49881389e-11  2.63191473e-01  5.67191816e-02 
 8.02280000e-09  2.03905064e-09  9.17429398e-11  2.63191473e-01  5.66830302e-02 
 8.03280000e-09  2.03904885e-09 -5.49164329e-11  2.63191473e-01  5.66470426e-02 
 8.04280000e-09  2.03906554e-09  9.16582284e-11  2.63191473e-01  5.66108726e-02 
 8.05280000e-09  2.03904556e-09 -5.48432450e-11  2.63191473e-01  5.65748620e-02 
 8.06280000e-09  2.03905509e-09  9.15745491e-11  2.63191473e-01  5.65386668e-02 
 8.07280000e-09  2.03906240e-09 -5.47694860e-11  2.63191473e-01  5.65026265e-02 
 8.08280000e-09  2.03904942e-09  9.14887600e-11  2.63191473e-01  5.64663994e-02 
 8.09280000e-09  2.03905912e-09 -5.46965249e-11  2.63191473e-01  5.64303227e-02 
 8.10280000e-09  2.03904225e-09  9.14028001e-11  2.63191473e-01  5.63940570e-02 
 8.11280000e-09  2.03905414e-09 -5.46216823e-11  2.63191473e-01  5.63579371e-02 
 8.12280000e-09  2.03905778e-09  9.13196301e-11  2.63191473e-01  5.63216261e-02 
 8.13280000e-09  2.03904805e-09 -5.45486482e-11  2.63191473e-01  5.62854564e-02 
 8.14280000e-09  2.03906254e-09  9.12358876e-11  2.63191473e-01  5.62490935e-02 
 8.15280000e-09  2.03904517e-09 -5.44748453e-11  2.63191473e-01  5.62128677e-02 
 8.16280000e-09  2.03905395e-09  9.11509998e-11  2.63191473e-01  5.61764467e-02 
 8.17280000e-09  2.03905298e-09 -5.44008616e-11  2.63191473e-01  5.61401587e-02 
 8.18280000e-09  2.03904888e-09  9.10675195e-11  2.63191473e-01  5.61036737e-02 
 8.19280000e-09  2.03905508e-09 -5.43292011e-11  2.63191473e-01  5.60673178e-02 
 8.20280000e-09  2.03904978e-09  9.09827184e-11  2.63191473e-01  5.60307633e-02 
 8.21280000e-09  2.03904923e-09 -5.42565805e-11  2.63191473e-01  5.59943341e-02 
 8.22280000e-09  2.03906703e-09  9.08993243e-11  2.63191473e-01  5.59577050e-02 
 8.23280000e-09  2.03905243e-09 -5.41827813e-11  2.63191473e-01  5.59211977e-02 
 8.24280000e-09  2.03905363e-09  9.08160054e-11  2.63191473e-01  5.58844893e-02 
 8.25280000e-09  2.03906074e-09 -5.41101914e-11  2.63191473e-01  5.58478994e-02 
 8.26280000e-09  2.03905261e-09  9.07318794e-11  2.63191473e-01  5.58111076e-02 
 8.27280000e-09  2.03906299e-09 -5.40379682e-11  2.63191473e-01  5.57744311e-02 
 8.28280000e-09  2.03904112e-09  9.06494945e-11  2.63191473e-01  5.57375520e-02 
 8.29280000e-09  2.03905733e-09 -5.39651372e-11  2.63191473e-01  5.57007855e-02 
 8.30280000e-09  2.03904718e-09  9.05671000e-11  2.63191473e-01  5.56638155e-02 
 8.31280000e-09  2.03905678e-09 -5.38925849e-11  2.63191473e-01  5.56269554e-02 
 8.32280000e-09  2.03905853e-09  9.04833276e-11  2.63191473e-01  5.55898917e-02 
 8.33280000e-09  2.03905121e-09 -5.38200640e-11  2.63191473e-01  5.55529355e-02 
 8.34280000e-09  2.03905115e-09  9.03993423e-11  2.63191473e-01  5.55157758e-02 
 8.35280000e-09  2.03905185e-09 -5.37472221e-11  2.63191473e-01  5.54787214e-02 
 8.36280000e-09  2.03906386e-09  9.03170446e-11  2.63191473e-01  5.54414637e-02 
 8.37280000e-09  2.03905457e-09 -5.36742775e-11  2.63191473e-01  5.54043095e-02 
 8.38280000e-09  2.03906142e-09  9.02354508e-11  2.63191473e-01  5.53669525e-02 
 8.39280000e-09  2.03905098e-09 -5.36017391e-11  2.63191473e-01  5.53296973e-02 
 8.40280000e-09  2.03905998e-09  9.01519337e-11  2.63191473e-01  5.52922401e-02 
 8.41280000e-09  2.03904651e-09 -5.35305238e-11  2.63191473e-01  5.52548833e-02 
 8.42280000e-09  2.03905934e-09  9.00710937e-11  2.63191473e-01  5.52173252e-02 
 8.43280000e-09  2.03906005e-09 -5.34567147e-11  2.63191473e-01  5.51798663e-02 
 8.44280000e-09  2.03905842e-09  8.99894507e-11  2.63191473e-01  5.51422071e-02 
 8.45280000e-09  2.03905125e-09 -5.33848206e-11  2.63191473e-01  5.51046460e-02 
 8.46280000e-09  2.03904950e-09  8.99071951e-11  2.63191473e-01  5.50668856e-02 
 8.47280000e-09  2.03906265e-09 -5.33137234e-11  2.63191473e-01  5.50292223e-02 
 8.48280000e-09  2.03905466e-09  8.98264885e-11  2.63191473e-01  5.49913611e-02 
 8.49280000e-09  2.03904974e-09 -5.32403590e-11  2.63191473e-01  5.49535960e-02 
 8.50280000e-09  2.03905434e-09  8.97441036e-11  2.63191473e-01  5.49156344e-02 
 8.51280000e-09  2.03906144e-09 -5.31690069e-11  2.63191473e-01  5.48777685e-02 
 8.52280000e-09  2.03904107e-09  8.96629587e-11  2.63191473e-01  5.48397076e-02 
 8.53280000e-09  2.03906355e-09 -5.30968607e-11  2.63191473e-01  5.48017421e-02 
 8.54280000e-09  2.03905863e-09  8.95810996e-11  2.63191473e-01  5.47635833e-02 
 8.55280000e-09  2.03905271e-09 -5.30242861e-11  2.63191473e-01  5.47255196e-02 
 8.56280000e-09  2.03906061e-09  8.94997076e-11  2.63191473e-01  5.46872647e-02 
 8.57280000e-09  2.03903926e-09 -5.29528544e-11  2.63191473e-01  5.46491046e-02 
 8.58280000e-09  2.03906271e-09  8.94187001e-11  2.63191473e-01  5.46107553e-02 
 8.59280000e-09  2.03905249e-09 -5.28813695e-11  2.63191473e-01  5.45725009e-02 
 8.60280000e-09  2.03906203e-09  8.93379736e-11  2.63191473e-01  5.45340594e-02 
 8.61280000e-09  2.03904809e-09 -5.28090871e-11  2.63191473e-01  5.44957129e-02 
 8.62280000e-09  2.03905500e-09  8.92568542e-11  2.63191473e-01  5.44571817e-02 
 8.63280000e-09  2.03905715e-09 -5.27375703e-11  2.63191473e-01  5.44187457e-02 
 8.64280000e-09  2.03905354e-09  8.91754151e-11  2.63191473e-01  5.43801274e-02 
 8.65280000e-09  2.03905697e-09 -5.26651800e-11  2.63191473e-01  5.43416047e-02 
 8.66280000e-09  2.03905929e-09  8.90959798e-11  2.63191473e-01  5.43029022e-02 
 8.67280000e-09  2.03904793e-09 -5.25942570e-11  2.63191473e-01  5.42642957e-02 
 8.68280000e-09  2.03905339e-09  8.90144171e-11  2.63191473e-01  5.42255120e-02 
 8.69280000e-09  2.03905935e-09 -5.25237731e-11  2.63191473e-01  5.41868249e-02 
 8.70280000e-09  2.03905504e-09  8.89356878e-11  2.63191473e-01  5.41479632e-02 
